PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Match_Status;Match_Confidence;Matched_Provider_Name;Matched_Reason
2436405;Church/Synagogue;MORIAH PRE-SCHOOL DAY CARE CTR;Deerfield;IL;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2436558;Church/Synagogue;PAUL & SYLVIA STEINBERG PS;Highland Park;IL;1175 Sheridan;60035;(847)432-2830;https://www.steinbergpreschool.org;;;not_found;45;SPS Beth El Pre-School;Candidate did not meet the balanced city-plus-name acceptance threshold.
2437019;Independent Center;BUSY BEES CHILDRENS CENTER;Waukegan;IL;2115 S Ernie Krueger Cir;60087;(847)245-6800;http://onehopeunited.org;139;6 w - 6 year;renamed_likely;95;Busy Bee Children's Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
2437605;Independent Center;FRIENDSHIP HOUSE DAY CARE;Crystal Lake;IL;100 S MAIN ST STE 400, CRYSTAL LAKE, IL, 60014;60014;(815)459-6552;https://www.friendshiphousecl.com;142;;exact_match;99;FRIENDSHIP HOUSE INC;Candidate name closely matches the cleaned daycare name in the same city.
2440262;Other Chains;ROGY'S LRNG PLACE;Peoria Heights;IL;1010 W;61605;(309)674-7340;http://www.rogys.com;;;not_found;45;Rogy's Learning Place - South Side;Candidate did not meet the balanced city-plus-name acceptance threshold.
2444191;Church/Synagogue;GRACE LUTH PRE-SCH & NURSERY;Loves Park;IL;343 Grand;61111;(815)282-6114;https://www.gracepreschool.net;;;not_found;45;Grace Lutheran Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
2447088;Church/Synagogue;JEWISH CMTY EARLY CHLDHD CTR;Indianapolis;IN;6701 Hoover;46260;(317)251-9467;https://jccindy.org;;;not_found;45;JCC Indianapolis;Candidate did not meet the balanced city-plus-name acceptance threshold.
2448070;College/University Based;IN UNIV CAMPUS CHILDREN'S CTR;Bloomington;IN;2702 E;47408;(812)855-0789;https://eces.indiana.edu;;;renamed_likely;95;Indiana University Campus Children's Center;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
2448408;College/University Based;EARLY CHILDHOOD DEV CENTER;Notre Dame;IN;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2451924;YMCA/YWCA;DUBUQUE YWCA PRE-SCHOOL;Dubuque;IA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2460822;College/University Based;HILLTOP CHILD DEV CTR;Lawrence;KS;1652 Ousdahl Rd;66046;(785)864-4940;http://www.hilltop.ku.edu;314;12 mo - 10 year;expanded_match;84;Hilltop Child Development Center;Candidate matched one of the ranked expanded search-name variants.
2462387;Montessori;HIGHLAWN MONTESSORI SCHOOL;Prairie;KS;3531 Somerset;66208;(913)649-6160;http://www.highlawn.org;;;not_found;45;Highlawn Montessori School;Candidate did not meet the balanced city-plus-name acceptance threshold.
2474536;College/University Based;ALICE LLOYD COLLEGE DAYCARE;Pippa Passes;KY;100 Purpose;41844;(606)368-6000;https://www.alc.edu;37;0 mo - 4 year 11 mo;partial_match;99;June Buchanan School/Alice Lloyd College Child Development Center;City matched and the provider name partially overlaps with supporting address/contact evidence.
2475322;YMCA/YWCA;TELFORD COMMUNITY CENTER YMCA;Richmond;KY;1100 E;40475;(859)623-9356;http://www.ymcatelford.org;100;5 year - 12 year;partial_match;99;Telford Community Center YMCA After School Primetime (Boonesborough);City matched and the provider name partially overlaps with supporting address/contact evidence.
2490176;Church/Synagogue;FIRST ASSEMBLY CHRN ACAD & PS;Leesville;LA;1201 S;71446;(337)239-6553;https://nces.ed.gov;;;not_found;45;First Assembly Christian Academy;Candidate did not meet the balanced city-plus-name acceptance threshold.
2491962;Church/Synagogue;MONSGNR SLADE EDUC CTR;Glen Burnie;MD;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2494859;Church/Synagogue;GOOD SHEPHERD EDUCATION CENTER;Waldorf;MD;305 Smallwood;20602;(301)645-7550;https://www.gsumc.com;;;not_found;45;Good Shepherd Education Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
2495281;YMCA/YWCA;YMCA CHILD CARE CENTER;Hagerstown;MD;1100 Eastern;21742;(301)739-3990;http://ymcahagerstown.org;;;not_found;45;YMCA Fountain Rock ASC (Hagerstown);Candidate did not meet the balanced city-plus-name acceptance threshold.
2495633;Other Chains;CLEMENS CROSSING ELEM SAS;Columbia;MD;10320;21044;(410)313-6866;https://cces.hcpss.org;;;not_found;45;Clemens Crossing Elementary School;Candidate did not meet the balanced city-plus-name acceptance threshold.
2496871;Church/Synagogue;GENEVA DAY SCHOOL;Potomac;MD;11931 Seven Locks Road;20854;(301)340-7704;http://www.genevadayschool.org;;;not_found;45;Geneva Day School (Potomac);Candidate did not meet the balanced city-plus-name acceptance threshold.
2499457;Church/Synagogue;WEST PARISH FAMILY SCHOOL;West Barnstable;MA;;;(508)362-4967;https://www.wpfamilyschool.org;;;not_found;45;West Parish Family School;Candidate did not meet the balanced city-plus-name acceptance threshold.
2501000;Independent Center;TEMPLE EMANUEL NURSERY SCHOOL;Andover;MA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2501048;Independent Center;BEVERLY CHLD LRNG CTR PRE-SCH;Beverly;MA;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2501098;Montessori;HARBORLIGHT MONTESSORI SCH;Beverly;MA;243 Essex St;01915;(978)922-1008;http://engageyourworld.org;;4 year - 4 year 11 mo;exact_match;99;Harborlight Montessori;Candidate name closely matches the cleaned daycare name in the same city.
2503618;Independent Center;ARLINGTON HEIGHTS NURSERY;Arlington;MA;10 Acton;02476;(781)646-8499;http://www.arlingtonheightsnurseryschool.com;;;not_found;45;Arlington Heights Nursery School;Candidate did not meet the balanced city-plus-name acceptance threshold.
2503761;Independent Center;ABC NURSERY SCHOOL;Chelmsford;MA;15 Princeton;01863;(978)256-5805;http://www.abcnurserychelmsford.com;;;not_found;45;ABC Nursery School;Candidate did not meet the balanced city-plus-name acceptance threshold.
2504325;Employer (Corporate) Sponsored;LEMBERG CHILDREN'S CENTER;Waltham;MA;457 Old S St;02453;(781)736-2200;http://www.lembergcc.org;82;2 mo - 6 year;exact_match;99;Lemberg Children's Center;Candidate name closely matches the cleaned daycare name in the same city.
2506141;Independent Center;MELROSE DCC AND PRE-SCH;Melrose;MA;121 W;02176;(781)662-6539;http://melrosedaycarecenter.com;;;not_found;45;Melrose Day Care Center and Preschool, Inc.;Candidate did not meet the balanced city-plus-name acceptance threshold.
2507743;Independent Center;DEDHAM CMNTY HOUSE PRE SCH;Dedham;MA;70 Bullard;02026;(781)329-4841;http://www.dchma.org;;;not_found;45;Dedham Community House Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
2509789;Independent Center;COMMONWEALTH CHILDRENS CTR;Boston;MA;1 Ashburton Pl 105a;02108;(617)727-4802;http://www.commchildcenter.com;55;0 mo - 4 year 11 mo;exact_match;99;Commonwealth Children's Center;Candidate name closely matches the cleaned daycare name in the same city.
2512566;;JEWISH CMTY PRE-SCHOOL;Worcester;MA;633 Salisbury;01609;(508)756-7109;https://www.worcesterjcc.org;;;not_found;45;Preschool at Worcester JCC;Candidate did not meet the balanced city-plus-name acceptance threshold.
2515556;Church/Synagogue;CREATIVE LEARNING CENTER;Davison;MI;8488 Davison Rd;48423;(810)653-1308;https://www.hubforlittlelambs.com;45;0 mo - 12 year;exact_match;92;Creative Learning Center;Candidate name closely matches the cleaned daycare name in the same city.
2516615;Church/Synagogue;COMMUNITY CHILDRENS CENTER;Traverse City;MI;6105 Center Rd;49686;(231)947-1650;https://communitychildrenscenter.com;137;6 w - 6 year;exact_match;99;Community Children's Center;Candidate name closely matches the cleaned daycare name in the same city.
2517231;College/University Based;CHILD DEVELOPMENT LAB;East Lansing;MI;325 East Grand River Avenue Old Central SC;48823;(517)355-1900;https://hdfs.msu.edu;113;1 Year 6 Months - 6 Years;not_found;45;Child Development Laboratories;Candidate did not meet the balanced city-plus-name acceptance threshold.
2519136;Church/Synagogue;PATHFINDER CHURCH CHILD CARE;Portage;MI;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2520082;Church/Synagogue;ST THOMAS PRE-SCHOOL PROGRAM;Grand Rapids;MI;1429 Wilcox Park Dr SE;49506;;;55;0 mo - 12 year;partial_match;99;St. Thomas the Apostle Preschool and School Age Child Care;City matched and the provider name partially overlaps with supporting address/contact evidence.
2520214;Church/Synagogue;WESTMINSTER CHILD DEV CENTER;Grand Rapids;MI;47 Jefferson Avenue, SE;49503;(616)458-8480;https://wcdc.westminstergr.org;91;0 Year - 13 Years;not_found;45;Westminster Child Development;Candidate did not meet the balanced city-plus-name acceptance threshold.
2524961;Church/Synagogue;TEMPLE BETH EL NURSERY SCHOOL;Bloomfield;MI;7400 Telegraph;48301;(248)851-1100;http://www.tbeonline.org;;;not_found;45;Temple Beth El;Candidate did not meet the balanced city-plus-name acceptance threshold.
2537982;Church/Synagogue;TRINITY PRE SCHOOL;Moorhead;MN;210 7th St S;56560;(888)291-9811;http://www.trinitymhd.org/preschool;101;3 months - 12 years;not_found;45;Trinity Lutheran Church Preschool;Candidate did not meet the balanced city-plus-name acceptance threshold.
2538546;Independent Center;TINY TOTS AND LITTLE TYKES;West Saint Paul;MN;60 Marie Ave E Ste 100;55118;(888)291-9811;http://www.ttlt.org;120;1 month - 12 years;exact_match;99;Tiny Tots and Little Tykes;Candidate name closely matches the cleaned daycare name in the same city.
2539124;College/University Based;COMO COMMUNITY CHILD CARE CTR;Minneapolis;MN;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2539928;Independent Center;NE CHILD DEVELOPMENT CENTER;Minneapolis;MN;1700 NE;55413;(612)781-6011;https://www.esns.org;;;not_found;45;Northeast Child Development Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
2541000;Church/Synagogue;MOUNT CALVARY PRE-SCHOOL;Excelsior;MN;301 County Road 19;55331;(888)291-9811;http://www.mountcalvarypreschool.com;97;3 years - 5 years;exact_match;99;Mount Calvary Preschool;Candidate name closely matches the cleaned daycare name in the same city.
2541426;Church/Synagogue;ST JOHN CHILD CARE CENTER;Minneapolis;MN;4842 Nicollet Ave;55419;(888)291-9811;http://stjohnsmpls.org;102;1 year 4 months - 10 years;not_found;45;St. John's Child Care Center;Candidate did not meet the balanced city-plus-name acceptance threshold.
2543448;Church/Synagogue;ST PAUL'S CHILDHOOD CENTER;Saint Paul;MN;900 Summit Ave;55105;(651)224-4749;http://www.myspcc.com;131;1 mo - 11 year 11 mo;exact_match;99;St. Pauls Childhood Center;Candidate name closely matches the cleaned daycare name in the same city.
2568539;Independent Center;ELAINE ROSI ACADEMY;Saint Louis;MO;8900 Manchester;63144;(314)968-0515;https://www.rosiacademy.com;;;not_found;45;Elaine Rosi Academy for Children - Brentwood;Candidate did not meet the balanced city-plus-name acceptance threshold.
2573742;College/University Based;JAMES R RUSSELL CHLD DEV CTR;Omaha;NE;2222 Burt St;68178;(402)280-2460;http://www.creighton.edu;90;6 w - 6 year;expanded_match;99;James R. Russell Child Development Center;Candidate matched one of the ranked expanded search-name variants.
2574241;Church/Synagogue;ST LUKE'S CHILD DEV CENTER;Omaha;NE;11810;68154;(402)333-6886;http://www.stlukeumc.com;;;not_found;45;St. Luke United Methodist Church;Candidate did not meet the balanced city-plus-name acceptance threshold.
2575879;Church/Synagogue;HILL & DALE CHILD DEV CENTER;Las Vegas;NV;3720 E;89121;(702)458-2243;https://hillanddalelv.org;;6 w - 4 year 11 mo;expanded_match;95;Hill & Dale Child Development Center;Candidate matched one of the ranked expanded search-name variants.
2576146;Independent Center;BABY LAND INFANT CTR PRE-SCH;Las Vegas;NV;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2580501;Church/Synagogue;ST JOHN'S CHILDREN'S CENTER;Reno;NV;1070 Plumb;89509;(775)826-4655;https://www.stjohnschildrenscenter.org;;;expanded_match;95;Saint John's Children's Center;Candidate matched one of the ranked expanded search-name variants.
2580903;Independent Center;INTERLAKES DAY CARE & NRSY SCH;Meredith;NH;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2581751;Independent Center;FRANCONIA CHILDRENS CENTER;Franconia;NH;73 Main;03580;(603)823-5643;https://franconiachildrenscenter.com;76;;partial_match;99;Franconia Children's Center ,opens link in a new tab ➞;City matched and the provider name partially overlaps with supporting address/contact evidence.
2581763;Independent Center;HAMPSHIRE CO-OP NURSERY SCHOOL;Hanover;NH;104 Lyme;03755;(603)643-4640;http://hampshirecooperative.org;29;;renamed_likely;99;Hampshire Cooperative Nursery School ,opens link in a new tab ➞;City matched and the official/source record appears renamed but still has strong overlapping identity tokens.
2583357;Independent Center;WHITE BIRCH CMTY CCC;Henniker;NH;51 Hall;03242;(603)428-7860;http://www.whitebirchcc.org;;;not_found;45;White Birch Center for Early Learning;Candidate did not meet the balanced city-plus-name acceptance threshold.
2584662;Independent Center;GREAT BAY KIDS COMPANY;Newmarket;NH;3 Simons;03857;(603)659-2324;https://www.greatbaykids.org;270;;partial_match;99;Great Bay Kids - Pease Tradeport ,opens link in a new tab ➞;City matched and the provider name partially overlaps with supporting address/contact evidence.
2589894;Church/Synagogue;OPEN DOOR NURSERY SCHOOL;Millburn;NJ;432 Wyoming Ave, Millburn, NJ, 07041;07041;(973)376-9303;http://www.opendoornurseryschool.com;;2 1/2 - 13 years;exact_match;99;Open Door Nursery School;Candidate name closely matches the cleaned daycare name in the same city.
2591172;Church/Synagogue;TEMPLE BNAI JESHURUN EARLY CCC;Short Hills;NJ;1025 S;07078;(973)379-1555;http://tbj.org;;;not_found;45;Temple B'nai Jeshurun;Candidate did not meet the balanced city-plus-name acceptance threshold.
2591201;Church/Synagogue;BETH EL NURSERY SCHOOL;South Orange;NJ;222 Irvington Avenue, South Orange, NJ, 07079;07079;(973)763-0113;https://portal.bethelnj.org;;0 - 13 years;exact_match;99;Beth El Nursery School;Candidate name closely matches the cleaned daycare name in the same city.
2591330;Independent Center;VLY SETTLEMENT HOUSE DAY CARE;West Orange;NJ;33-41;07052;(973)678-2550;https://valleysettlementhouse.org;;;not_found;45;Valley Settlement House;Candidate did not meet the balanced city-plus-name acceptance threshold.
2592413;Church/Synagogue;ST PAUL CHRISTIAN SCHOOL;Flemington;NJ;201 NJ-31;08822;(908)782-3979;http://www.stpaulnj.com;;2 1/2 - 13 years;expanded_match;99;Saint Paul Christian School;Candidate matched one of the ranked expanded search-name variants.
2594083;YMCA/YWCA;GYM JAMS YMCA NURSERY SCHOOL;Scotch Plains;NJ;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2596457;Church/Synagogue;JIN A CHILD CARE CENTER;Clifton;NJ;77 Jay St;07013;(973)279-1203;http://www.jinaschool.com;92;12 mo - 6 year;exact_match;99;Jin-A Child Care Center;Candidate name closely matches the cleaned daycare name in the same city.
2602329;Independent Center;CHILDREN'S PLACE AT THE PLAZA;Albany;NY;;;;https://www.childrensplaceattheplaza.org;;;not_found;45;Children's Place at the Plaza;Candidate did not meet the balanced city-plus-name acceptance threshold.
2608323;YMCA/YWCA;KINGS BAY YM-YWHA CHILDCARE;Brooklyn;NY;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2610091;Independent Center;BROCKPORT CHILD DEV CTR;Brockport;NY;350 New;14420;(585)395-2273;https://www.brockport.edu;52;;not_found;45;Brockport Clarkson LC, Inc.;Candidate did not meet the balanced city-plus-name acceptance threshold.
2610302;Independent Center;FRIENDSHIP CHILDRENS CENTER;Rochester;NY;310 Fernwood Ave;14609;(585)342-7250;http://www.friendshipchildrenscenter.com;120;;exact_match;99;Friendship Children's Center, Inc.;Candidate name closely matches the cleaned daycare name in the same city.
2610479;Church/Synagogue;JCC OF GREATER ROCHESTER CCC;Rochester;NY;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2611899;Independent Center;HARBOR CHILD CARE;New Hyde Park;NY;999 Herricks Road;11040;(516)248-7048;;439;;not_found;45;Harbor Day Care Center, Inc.;Candidate did not meet the balanced city-plus-name acceptance threshold.
2612283;Independent Center;ALL SOULS SCHOOL;New York;NY;1157 Lexington;10075;(212)861-5232;http://www.allsoulsschoolnyc.org;;;not_found;45;All Souls School;Candidate did not meet the balanced city-plus-name acceptance threshold.
2612491;Family Day Residences;BROWNSTONE SCHOOL & DCC;New York;NY;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
2614645;College/University Based;ROCKERFELLER UNIV CHILD CTR;New York;NY;;;;;;;not_found;0;;Skipped because this PID was previously recorded as a Google miss.
