PID;DayCareType;Daycare_Name;Mailing_City;Mailing_State;Mailing_Address;Mailing_Zip;Telephone;URL;Capacity (optional);Age Range (optional);Original_Name;Normalized_Name;Normalized_Name_Core;Search_Name_Primary;Search_Name_Variants;Cleaning_Rules_Applied
11871088;;ROBERT J WILF PRE-SCHL & KNDG;Wynnewood;PA;;;;;;,,;ROBERT J WILF PRE-SCHL & KNDG;ROBERT J WILF PRE SCHL AND KNDG;ROBERT J WILF SCHL KNDG;ROBERT J WILF PRESCHOOL SCHL AND KNDG;ROBERT J WILF PRESCHOOL SCHL AND KNDG || ROBERT J WILF PRE SCHL AND KNDG || ROBERT J WILF SCHL AND KNDG || ROBERT J WILF SCHL KNDG || ROBERT J WILF SCHL AND;PRE->PRESCHOOL || PRE->PRE SCHOOL
11872094;;ABC KIDZ KARE DAY CARE;West Chester;PA;;;;;;,,;ABC KIDZ KARE DAY CARE;ABC KIDZ KARE DAY CARE;ABC KIDZ KARE;ABC KIDZ KARE DAY CARE;ABC KIDZ KARE DAY CARE || ABC KIDZ KARE;
11873191;;NORTHMINSTER CHRISTIAN PRE-SCH;Tucson;AZ;;;;;;,,;NORTHMINSTER CHRISTIAN PRE-SCH;NORTHMINSTER CHRISTIAN PRE SCH;NORTHMINSTER CHRISTIAN;NORTHMINSTER CHRISTIAN PRESCHOOL SCH;NORTHMINSTER CHRISTIAN PRESCHOOL SCH || NORTHMINSTER CHRISTIAN PRE SCHOOL || NORTHMINSTER CHRISTIAN PRESCHOOL || NORTHMINSTER CHRISTIAN PRE SCH || NORTHMINSTER CHRISTIAN;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
11876686;Family Day Residences;SWEET PEA'S LEARNING CTR;Trenton;GA;;;;;;,,;SWEET PEA'S LEARNING CTR;SWEET PEAS LEARNING CTR;SWEET PEAS;SWEET PEAS LEARNING CENTER;SWEET PEAS LEARNING CENTER || SWEET PEAS LEARNING CENTRE || SWEET PEAS LEARNING CTR || SWEET PEAS;CTR->CENTER || CTR->CENTRE
11877185;;DISCOVERY POINT DC-OAKWOOD;Flowery Br;GA;;;;;;,,;DISCOVERY POINT DC-OAKWOOD;DISCOVERY POINT DC OAKWOOD;DISCOVERY POINT OAKWOOD;DISCOVERY POINT DEVELOPMENT CENTER OAKWOOD;DISCOVERY POINT DEVELOPMENT CENTER OAKWOOD || DISCOVERY POINT DAY CARE OAKWOOD || DISCOVERY POINT DC OAKWOOD || DISCOVERY POINT OAKWOOD;DC->DAY CARE || DC->DEVELOPMENT CENTER
11879078;Independent Center;BRIGHT & EARLY-N BRANFORD CTR;North Branford;CT;;;;;;,,;BRIGHT & EARLY-N BRANFORD CTR;BRIGHT AND EARLY N BRANFORD CTR;BRIGHT N;BRIGHT AND EARLY N BRANFORD CENTER;BRIGHT AND EARLY N BRANFORD CENTER || BRIGHT AND EARLY N BRANFORD CENTRE || BRIGHT AND EARLY N BRANFORD CTR || BRIGHT AND N BRANFORD || BRIGHT N BRANFORD || BRIGHT N;CTR->CENTER || CTR->CENTRE || removed city tokens from core: BRANFORD
11884217;;SONSHINE LEARNING CENTER;New Richmond;WI;;;;;;,,;SONSHINE LEARNING CENTER;SONSHINE LEARNING CENTER;SONSHINE;SONSHINE LEARNING CENTER;SONSHINE LEARNING CENTER || SONSHINE;
11885041;;LITTLE SCHOOL HOUSE-ALTOONA;Altoona;WI;;;;;;,,;LITTLE SCHOOL HOUSE-ALTOONA;LITTLE SCHOOL HOUSE ALTOONA;LITTLE HOUSE;LITTLE SCHOOL HOUSE ALTOONA;LITTLE SCHOOL HOUSE ALTOONA || LITTLE HOUSE ALTOONA || LITTLE HOUSE;removed city tokens from core: ALTOONA
11889035;;PROVIDENCE PREPARATORY PRE-SCH;Charlotte;NC;;;;;;,,;PROVIDENCE PREPARATORY PRE-SCH;PROVIDENCE PREPARATORY PRE SCH;PROVIDENCE PREPARATORY;PROVIDENCE PREPARATORY PRESCHOOL SCH;PROVIDENCE PREPARATORY PRESCHOOL SCH || PROVIDENCE PREPARATORY PRE SCHOOL || PROVIDENCE PREPARATORY PRESCHOOL || PROVIDENCE PREPARATORY PRE SCH || PROVIDENCE PREPARATORY;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
11892549;;CHABAD LUBAVITCH CCC-W SIDE;New York;NY;;;;;;,,;CHABAD LUBAVITCH CCC-W SIDE;CHABAD LUBAVITCH CCC W SIDE;CHABAD LUBAVITCH W SIDE;CHABAD LUBAVITCH CHILD CARE CENTER W SIDE;CHABAD LUBAVITCH CHILD CARE CENTER W SIDE || CHABAD LUBAVITCH CCC W SIDE || CHABAD LUBAVITCH W SIDE;CCC->CHILD CARE CENTER
11896337;;BRIGHT BEGINNINGS CC ACADEMY;Cherry Hill;NJ;;;;;;,,;BRIGHT BEGINNINGS CC ACADEMY;BRIGHT BEGINNINGS CC ACADEMY;BRIGHT BEGINNINGS;BRIGHT BEGINNINGS COMMUNITY CENTER ACADEMY;BRIGHT BEGINNINGS COMMUNITY CENTER ACADEMY || BRIGHT BEGINNINGS CHILD CARE ACADEMY || BRIGHT BEGINNINGS CC ACADEMY || BRIGHT BEGINNINGS;CC->CHILD CARE || CC->COMMUNITY CENTER
11897123;;ST HELENAS EARLY ENRICHMENT PS;Boerne;TX;;;;;;,,;ST HELENAS EARLY ENRICHMENT PS;ST HELENAS EARLY ENRICHMENT PS;ST HELENAS ENRICHMENT PS;SAINT HELENAS EARLY ENRICHMENT PS;SAINT HELENAS EARLY ENRICHMENT PS || ST HELENAS EARLY ENRICHMENT PS || ST HELENAS ENRICHMENT PS;ST->SAINT || ST->ST
11897472;;SAN ANTONIO COTTAGE CDC 2;San Antonio;TX;;;;;;,,;SAN ANTONIO COTTAGE CDC 2;SAN ANTONIO COTTAGE CDC 2;COTTAGE 2;SAN ANTONIO COTTAGE CHILD DEVELOPMENT CENTER 2;SAN ANTONIO COTTAGE CHILD DEVELOPMENT CENTER 2 || SAN ANTONIO COTTAGE CDC 2 || SANANTONIO COTTAGE CDC 2 || SAN ANTONIO COTTAGE 2 || COTTAGE 2;CDC->CHILD DEVELOPMENT CENTER || SAN ANTONIO->SANANTONIO (compound city) || removed city tokens from core: SAN ANTONIO
11897563;;BLOSSOM HEIGHTS CHILD DEV CTR;Houston;TX;;;;;;,,;BLOSSOM HEIGHTS CHILD DEV CTR;BLOSSOM HEIGHTS CHILD DEV CTR;BLOSSOM HEIGHTS;BLOSSOM HEIGHTS CHILD DEVELOPMENT CENTER;BLOSSOM HEIGHTS CHILD DEVELOPMENT CENTER || BLOSSOM HEIGHTS CHILD DEVELOPMENT CTR || BLOSSOM HEIGHTS CHILD DEV CENTER || BLOSSOM HEIGHTS CHILD DEV CENTRE || BLOSSOM HEIGHTS CHILD DEV CTR || BLOSSOM HEIGHTS;DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
11904726;;NEW HOPE CHRISTIAN PRE-SCH CTR;Keller;TX;;;;;;,,;NEW HOPE CHRISTIAN PRE-SCH CTR;NEW HOPE CHRISTIAN PRE SCH CTR;NEW HOPE CHRISTIAN;NEW HOPE CHRISTIAN PRESCHOOL SCH CTR;NEW HOPE CHRISTIAN PRESCHOOL SCH CTR || NEW HOPE CHRISTIAN PRE SCHOOL CTR || NEW HOPE CHRISTIAN PRE SCH CENTER || NEW HOPE CHRISTIAN PRE SCH CENTRE || NEW HOPE CHRISTIAN PRESCHOOL CTR || NEW HOPE CHRISTIAN PRE SCH CTR || NEW HOPE CHRISTIAN;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || CTR->CENTER || CTR->CENTRE || PRE SCH->PRESCHOOL
11905122;Montessori;TEMPLE MONTESSORI SCHOOL & CCC;Temple;TX;;;;;;,,;TEMPLE MONTESSORI SCHOOL & CCC;TEMPLE MONTESSORI SCHOOL AND CCC;MONTESSORI;TEMPLE MONTESSORI SCHOOL AND CHILD CARE CENTER;TEMPLE MONTESSORI SCHOOL AND CHILD CARE CENTER || TEMPLE MONTESSORI SCHOOL AND CCC || TEMPLE MONTESSORI AND || TEMPLE MONTESSORI || MONTESSORI;CCC->CHILD CARE CENTER || removed city tokens from core: TEMPLE
11905809;;GOOD SHEPHERD LUTH PRE-SCH;Elgin;IL;;;;;;,,;GOOD SHEPHERD LUTH PRE-SCH;GOOD SHEPHERD LUTH PRE SCH;GOOD SHEPHERD LUTH;GOOD SHEPHERD LUTH PRESCHOOL SCH;GOOD SHEPHERD LUTH PRESCHOOL SCH || GOOD SHEPHERD LUTHERAN PRE SCH || GOOD SHEPHERD LUTH PRE SCHOOL || GOOD SHEPHERD LUTH PRESCHOOL || GOOD SHEPHERD LUTH PRE SCH || GOOD SHEPHERD LUTH;LUTH->LUTHERAN || PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
11909037;;HOPE 4 KIDS PRE-SCH;Santa Barbara;CA;;;;;;,,;HOPE 4 KIDS PRE-SCH;HOPE 4 KIDS PRE SCH;HOPE 4 KIDS;HOPE 4 KIDS PRESCHOOL SCH;HOPE 4 KIDS PRESCHOOL SCH || HOPE 4 KIDS PRE SCHOOL || HOPE 4 KIDS PRESCHOOL || HOPE 4 KIDS PRE SCH || HOPE 4 KIDS;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
11929697;Other Chains;NEXT GENERATION CHILDREN'S CTR;Hopkinton;MA;;;;;;,,;NEXT GENERATION CHILDREN'S CTR;NEXT GENERATION CHILDRENS CTR;NEXT GENERATION;NEXT GENERATION CHILDRENS CENTER;NEXT GENERATION CHILDRENS CENTER || NEXT GENERATION CHILDRENS CENTRE || NEXT GENERATION CHILDRENS CTR || NEXT GENERATION;CTR->CENTER || CTR->CENTRE
11935567;College/University Based;PHEBE ANNA THORNE SCHOOL;Bryn Mawr;PA;;;;;;,,;PHEBE ANNA THORNE SCHOOL;PHEBE ANNA THORNE SCHOOL;PHEBE ANNA THORNE;PHEBE ANNA THORNE SCHOOL;PHEBE ANNA THORNE SCHOOL || PHEBE ANNA THORNE;
11946023;;COVENANT UMC CHRISTIAN ACADEMY;Greer;SC;;;;;;,,;COVENANT UMC CHRISTIAN ACADEMY;COVENANT UMC CHRISTIAN ACADEMY;COVENANT UMC CHRISTIAN;COVENANT UMC CHRISTIAN ACADEMY;COVENANT UMC CHRISTIAN ACADEMY || COVENANT UMC CHRISTIAN;
11947388;Independent Center;FORT COURAGE CHILD CARE;Missoula;MT;;;;;;,,;FORT COURAGE CHILD CARE;FORT COURAGE CHILD CARE;FORT COURAGE;FORT COURAGE CHILD CARE;FORT COURAGE CHILD CARE || FORT COURAGE;
11948837;Montessori;TRUST MONTESSORI SCHOOL;San Jose;CA;;;;;;,,;TRUST MONTESSORI SCHOOL;TRUST MONTESSORI SCHOOL;TRUST MONTESSORI;TRUST MONTESSORI SCHOOL;TRUST MONTESSORI SCHOOL || TRUST MONTESSORI;
11951042;;LITTLE HANDS LRNG CTR ACADEMY;Chicago;IL;;;;;;,,;LITTLE HANDS LRNG CTR ACADEMY;LITTLE HANDS LRNG CTR ACADEMY;LITTLE HANDS LRNG;LITTLE HANDS LEARNING CTR ACADEMY;LITTLE HANDS LEARNING CTR ACADEMY || LITTLE HANDS LRNG CENTER ACADEMY || LITTLE HANDS LRNG CENTRE ACADEMY || LITTLE HANDS LRNG CTR ACADEMY || LITTLE HANDS LRNG;LRNG->LEARNING || CTR->CENTER || CTR->CENTRE
11951901;;ANKENY CHRISTIAN CHILD CARE;Ankeny;IA;;;;;;,,;ANKENY CHRISTIAN CHILD CARE;ANKENY CHRISTIAN CHILD CARE;CHRISTIAN;ANKENY CHRISTIAN CHILD CARE;ANKENY CHRISTIAN CHILD CARE || ANKENY CHRISTIAN || CHRISTIAN;removed city tokens from core: ANKENY
11954903;Independent Center;EDUCATIONAL PLAYCARE-WINDSOR;Windsor;CT;;;;;;,,;EDUCATIONAL PLAYCARE-WINDSOR;EDUCATIONAL PLAYCARE WINDSOR;EDUCATIONAL PLAYCARE;EDUCATIONAL PLAYCARE WINDSOR;EDUCATIONAL PLAYCARE WINDSOR || EDUCATIONAL PLAYCARE;removed city tokens from core: WINDSOR
11955969;Independent Center;CITY OF LIFE CORPORATION;Nashville;TN;;;;;;,,;CITY OF LIFE CORPORATION;CITY OF LIFE;CITY LIFE;CITY OF LIFE;CITY OF LIFE || CITY LIFE;
11956858;;STRAUSS CTR FOR EARLY CHLDHD;Tucson;AZ;;;;;;,,;STRAUSS CTR FOR EARLY CHLDHD;STRAUSS CTR FOR EARLY CHLDHD;STRAUSS CHLDHD;STRAUSS CENTER FOR EARLY CHLDHD;STRAUSS CENTER FOR EARLY CHLDHD || STRAUSS CENTRE FOR EARLY CHLDHD || STRAUSS CTR FOR EARLY CHILDHOOD || STRAUSS CTR FOR EARLY CHLDHD || STRAUSS FOR CHLDHD || STRAUSS CHLDHD;CTR->CENTER || CTR->CENTRE || CHLDHD->CHILDHOOD
11957395;;ARTS FOR ALL;Tucson;AZ;;;;;;,,;ARTS FOR ALL;ARTS FOR ALL;ARTS ALL;ARTS FOR ALL;ARTS FOR ALL || ARTS ALL;
11957527;;CHAPEL HILLS CHURCH PRE-SCHOOL;Colorado Springs;CO;;;;;;,,;CHAPEL HILLS CHURCH PRE-SCHOOL;CHAPEL HILLS CHURCH PRESCHOOL;CHAPEL HILLS CHURCH;CHAPEL HILLS CHURCH PRESCHOOL;CHAPEL HILLS CHURCH PRESCHOOL || CHAPEL HILLS CHURCH;
11957979;;ASPEN CREEK ACADEMY;Littleton;CO;;;;;;,,;ASPEN CREEK ACADEMY;ASPEN CREEK ACADEMY;ASPEN CREEK;ASPEN CREEK ACADEMY;ASPEN CREEK ACADEMY || ASPEN CREEK;
11959434;YMCA/YWCA;FALLBROOK YMCA;Lincoln;NE;;;;;;,,;FALLBROOK YMCA;FALLBROOK YMCA;FALLBROOK YMCA;FALLBROOK YMCA;FALLBROOK YMCA;
11964922;;OCONEE PRE-SCH ACADEMY II;Watkinsville;GA;;;;;;,,;OCONEE PRE-SCH ACADEMY II;OCONEE PRE SCH ACADEMY II;OCONEE II;OCONEE PRESCHOOL SCH ACADEMY II;OCONEE PRESCHOOL SCH ACADEMY II || OCONEE PRE SCHOOL ACADEMY II || OCONEE PRESCHOOL ACADEMY II || OCONEE PRE SCH ACADEMY II || OCONEE II;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
11965029;;MT PISGAH CHRN SCH;Johns Creek;GA;;;;;;,,;MT PISGAH CHRN SCH;MT PISGAH CHRN SCH;MT PISGAH CHRN;MT PISGAH CHILDREN SCH;MT PISGAH CHILDREN SCH || MOUNT PISGAH CHRN SCH || MT PISGAH CHRN SCHOOL || MT PISGAH CHRN SCH || MT PISGAH CHRN;MT->MOUNT || MT->MT || CHRN->CHILDREN || SCH->SCHOOL
11965110;;LA O'WN ACADEMY;Roswell;GA;;;;;;,,;LA O'WN ACADEMY;LA OWN ACADEMY;LA OWN;LA OWN ACADEMY;LA OWN ACADEMY || LA OWN;
11965512;;CREEKSIDE CHRISTIAN;Cumming;GA;;;;;;,,;CREEKSIDE CHRISTIAN;CREEKSIDE CHRISTIAN;CREEKSIDE CHRISTIAN;CREEKSIDE CHRISTIAN;CREEKSIDE CHRISTIAN;
11967168;;DOWNTOWN HAMPTON CDC-MARY PEAK;Hampton;VA;;;;;;,,;DOWNTOWN HAMPTON CDC-MARY PEAK;DOWNTOWN HAMPTON CDC MARY PEAK;DOWNTOWN MARY PEAK;DOWNTOWN HAMPTON CHILD DEVELOPMENT CENTER MARY PEAK;DOWNTOWN HAMPTON CHILD DEVELOPMENT CENTER MARY PEAK || DOWNTOWN HAMPTON CDC MARY PEAK || DOWNTOWN HAMPTON MARY PEAK || DOWNTOWN MARY PEAK;CDC->CHILD DEVELOPMENT CENTER || removed city tokens from core: HAMPTON
11967807;;UNIVERSITY N O W DAY NURSERY;Princeton;NJ;;;;;;,,;UNIVERSITY N O W DAY NURSERY;UNIVERSITY N O W DAY NURSERY;UNIVERSITY N O W;UNIVERSITY N O W DAY NURSERY;UNIVERSITY N O W DAY NURSERY || UNIVERSITY N O W;
11968629;;JEWISH CMTY CTR-METRO WEST;West Orange;NJ;;;;;;,,;JEWISH CMTY CTR-METRO WEST;JEWISH CMTY CTR METRO WEST;JEWISH CMTY METRO;JEWISH COMMUNITY CTR METRO WEST;JEWISH COMMUNITY CTR METRO WEST || JEWISH CMTY CENTER METRO WEST || JEWISH CMTY CENTRE METRO WEST || JEWISH CMTY CTR METRO WEST || JEWISH CMTY METRO WEST || JEWISH CMTY METRO;CMTY->COMMUNITY || CTR->CENTER || CTR->CENTRE || removed city tokens from core: WEST
11968904;;BOYS & GIRLS CLUB-M & L KATZ;Camden;NJ;;;;;;,,;BOYS & GIRLS CLUB-M & L KATZ;BOYS AND GIRLS CLUB M AND L KATZ;BOYS GIRLS CLUB M L KATZ;BOYS AND GIRLS CLUB M AND L KATZ;BOYS AND GIRLS CLUB M AND L KATZ || BOYS GIRLS CLUB M L KATZ || BOYS AND GIRLS CLUB M;
11970000;;PRIMARY BEGINNINGS CHILD DEV;Raleigh;NC;;;;;;,,;PRIMARY BEGINNINGS CHILD DEV;PRIMARY BEGINNINGS CHILD DEV;PRIMARY BEGINNINGS;PRIMARY BEGINNINGS CHILD DEVELOPMENT;PRIMARY BEGINNINGS CHILD DEVELOPMENT || PRIMARY BEGINNINGS CHILD DEV || PRIMARY BEGINNINGS;DEV->DEVELOPMENT
11971597;;THE HAYES SCHOOL OF WONDER;Carrollton;TX;;;;;;,,;THE HAYES SCHOOL OF WONDER;HAYES SCHOOL OF WONDER;HAYES WONDER;HAYES SCHOOL OF WONDER;HAYES SCHOOL OF WONDER || HAYES OF WONDER || HAYES WONDER;
11972486;;REDEEMER LUTH CHILD DEV CTR;Austin;TX;;;;;;,,;REDEEMER LUTH CHILD DEV CTR;REDEEMER LUTH CHILD DEV CTR;REDEEMER LUTH;REDEEMER LUTH CHILD DEVELOPMENT CENTER;REDEEMER LUTH CHILD DEVELOPMENT CENTER || REDEEMER LUTH CHILD DEVELOPMENT CTR || REDEEMER LUTHERAN CHILD DEV CTR || REDEEMER LUTH CHILD DEV CENTER || REDEEMER LUTH CHILD DEV CENTRE || REDEEMER LUTH CHILD DEV CTR || REDEEMER LUTH;LUTH->LUTHERAN || DEV->DEVELOPMENT || CTR->CENTER || CTR->CENTRE || DEV CTR->DEVELOPMENT CENTER
11973363;;MARLANDWOOD DAYCARE;Temple;TX;;;;;;,,;MARLANDWOOD DAYCARE;MARLANDWOOD DAYCARE;MARLANDWOOD;MARLANDWOOD DAYCARE;MARLANDWOOD DAYCARE || MARLANDWOOD;
11980017;;MOTHER OF CHRIST CATH LRNG CTR;Miami;FL;;;;;;,,;MOTHER OF CHRIST CATH LRNG CTR;MOTHER OF CHRIST CATH LRNG CTR;MOTHER CHRIST CATH LRNG;MOTHER OF CHRIST CATH LEARNING CTR;MOTHER OF CHRIST CATH LEARNING CTR || MOTHER OF CHRIST CATH LRNG CENTER || MOTHER OF CHRIST CATH LRNG CENTRE || MOTHER OF CHRIST CATH LRNG CTR || MOTHER OF CHRIST CATH LRNG || MOTHER CHRIST CATH LRNG;LRNG->LEARNING || CTR->CENTER || CTR->CENTRE
11981671;Montessori;SOUTHSHORE MONTESSORI;Apollo Beach;FL;;;;;;,,;SOUTHSHORE MONTESSORI;SOUTHSHORE MONTESSORI;SOUTHSHORE MONTESSORI;SOUTHSHORE MONTESSORI;SOUTHSHORE MONTESSORI;
11986906;;THE IVY INTERNATIONAL SCHOOL;Austin;TX;;;;;;,,;THE IVY INTERNATIONAL SCHOOL;IVY INTERNATIONAL SCHOOL;IVY INTERNATIONAL;IVY INTERNATIONAL SCHOOL;IVY INTERNATIONAL SCHOOL || IVY INTERNATIONAL;
11989295;;RISE SCHOOL OF CORPUS CHRISTI;Corp Christi;TX;;;;;;,,;RISE SCHOOL OF CORPUS CHRISTI;RISE SCHOOL OF CORPUS CHRISTI;RISE CORPUS;RISE SCHOOL OF CORPUS CHRISTI;RISE SCHOOL OF CORPUS CHRISTI || RISE OF CORPUS CHRISTI || RISE CORPUS CHRISTI || RISE CORPUS;removed city tokens from core: CHRISTI
11997644;;CHRIST & ST STEPHENS CH PS;New York;NY;;;;;;,,;CHRIST & ST STEPHENS CH PS;CHRIST AND ST STEPHENS CH PS;CHRIST ST STEPHENS CH PS;CHRIST AND ST STEPHENS CHURCH PS;CHRIST AND ST STEPHENS CHURCH PS || CHRIST AND SAINT STEPHENS CH PS || CHRIST AND ST STEPHENS CH PS || CHRIST AND ST STEPHENS CH || CHRIST ST STEPHENS CH PS;ST->SAINT || ST->ST || CH->CHURCH
11999331;;EASTERN NM UNIVERSITY;Portales;NM;;;;;;,,;EASTERN NM UNIVERSITY;EASTERN NM UNIVERSITY;EASTERN NM UNIVERSITY;EASTERN NM UNIVERSITY;EASTERN NM UNIVERSITY;
11999733;;PARK PREP ACADEMY;Jersey City;NJ;;;;;;,,;PARK PREP ACADEMY;PARK PREP ACADEMY;PARK PREP;PARK PREP ACADEMY;PARK PREP ACADEMY || PARK PREP;
12004355;;PETER PAN PRE-SCH & CHILDCARE;North Mankato;MN;;;;;;,,;PETER PAN PRE-SCH & CHILDCARE;PETER PAN PRE SCH AND CHILDCARE;PETER PAN;PETER PAN PRESCHOOL SCH AND CHILDCARE;PETER PAN PRESCHOOL SCH AND CHILDCARE || PETER PAN PRE SCHOOL AND CHILDCARE || PETER PAN PRESCHOOL AND CHILDCARE || PETER PAN PRE SCH AND CHILDCARE || PETER PAN AND || PETER PAN;PRE->PRESCHOOL || PRE->PRE SCHOOL || SCH->SCHOOL || PRE SCH->PRESCHOOL
12006250;;LITTLE LAMBS CHRIST CC CRANBRK;Bloomfield;MI;;;;;;,,;LITTLE LAMBS CHRIST CC CRANBRK;LITTLE LAMBS CHRIST CC CRANBRK;LITTLE LAMBS CHRIST CRANBRK;LITTLE LAMBS CHRIST COMMUNITY CENTER CRANBRK;LITTLE LAMBS CHRIST COMMUNITY CENTER CRANBRK || LITTLE LAMBS CHRIST CHILD CARE CRANBRK || LITTLE LAMBS CHRIST CC CRANBRK || LITTLE LAMBS CHRIST CRANBRK;CC->CHILD CARE || CC->COMMUNITY CENTER
12011334;;AUBURN CHILD CARE;Auburn;IL;;;;;;,,;AUBURN CHILD CARE;AUBURN CHILD CARE;CHILD CARE;AUBURN CHILD CARE;AUBURN CHILD CARE || CHILD CARE || AUBURN;removed city tokens from core: AUBURN
12012780;;ATLANTA CHILDREN'S SHELTER;Atlanta;GA;;;;;;,,;ATLANTA CHILDREN'S SHELTER;ATLANTA CHILDRENS SHELTER;SHELTER;ATLANTA CHILDRENS SHELTER;ATLANTA CHILDRENS SHELTER || ATLANTA SHELTER || SHELTER;removed city tokens from core: ATLANTA
12016011;Independent Center;EXPLORE & DISCOVER-HIGHLAND PK;Denver;CO;;;;;;,,;EXPLORE & DISCOVER-HIGHLAND PK;EXPLORE AND DISCOVER HIGHLAND PK;EXPLORE DISCOVER HIGHLAND PK;EXPLORE AND DISCOVER HIGHLAND PK;EXPLORE AND DISCOVER HIGHLAND PK || EXPLORE DISCOVER HIGHLAND PK;
12019568;YMCA/YWCA;DESERT YMCA/CARTER SCHOOL;Palm Desert;CA;;;;;;,,;DESERT YMCA/CARTER SCHOOL;DESERT YMCA CARTER SCHOOL;YMCA CARTER;DESERT YMCA CARTER SCHOOL;DESERT YMCA CARTER SCHOOL || DESERT YMCA CARTER || YMCA CARTER;removed city tokens from core: DESERT
12019570;YMCA/YWCA;YMCA/A EARHARDT CCC-DESERT;Indio;CA;;;;;;,,;YMCA/A EARHARDT CCC-DESERT;YMCA A EARHARDT CCC DESERT;YMCA A EARHARDT DESERT;YMCA A EARHARDT CHILD CARE CENTER DESERT;YMCA A EARHARDT CHILD CARE CENTER DESERT || YMCA A EARHARDT CCC DESERT || YMCA A EARHARDT DESERT;CCC->CHILD CARE CENTER
12047838;Church/Synagogue;PARAMOUNT CHRISTIAN ACADEMY;Lacey;WA;;;;;;,,;PARAMOUNT CHRISTIAN ACADEMY;PARAMOUNT CHRISTIAN ACADEMY;PARAMOUNT CHRISTIAN;PARAMOUNT CHRISTIAN ACADEMY;PARAMOUNT CHRISTIAN ACADEMY || PARAMOUNT CHRISTIAN;
12049927;Montessori;FIORE MONTESSORI;Vienna;VA;;;;;;,,;FIORE MONTESSORI;FIORE MONTESSORI;FIORE MONTESSORI;FIORE MONTESSORI;FIORE MONTESSORI;
12050263;;BRIDGEPOINT ACADEMY;Pearland;TX;;;;;;,,;BRIDGEPOINT ACADEMY;BRIDGEPOINT ACADEMY;BRIDGEPOINT;BRIDGEPOINT ACADEMY;BRIDGEPOINT ACADEMY || BRIDGEPOINT;
12051786;;SOA CHILD LEARNING CENTER;San Antonio;TX;;;;;;,,;SOA CHILD LEARNING CENTER;SOA CHILD LEARNING CENTER;SOA;SOA CHILD LEARNING CENTER;SOA CHILD LEARNING CENTER || SOA;
12051970;;BAYOU VILLAGE SCHOOL;Houston;TX;;;;;;,,;BAYOU VILLAGE SCHOOL;BAYOU VILLAGE SCHOOL;BAYOU VILLAGE;BAYOU VILLAGE SCHOOL;BAYOU VILLAGE SCHOOL || BAYOU VILLAGE;
12052132;;REDEEMER DAY SCHOOL;Mckinney;TX;;;;;;,,;REDEEMER DAY SCHOOL;REDEEMER DAY SCHOOL;REDEEMER;REDEEMER DAY SCHOOL;REDEEMER DAY SCHOOL || REDEEMER;
12056308;;CUSTER ROAD CHRISTIAN DAY SCH;Plano;TX;;;;;;,,;CUSTER ROAD CHRISTIAN DAY SCH;CUSTER ROAD CHRISTIAN DAY SCH;CUSTER ROAD CHRISTIAN;CUSTER ROAD CHRISTIAN DAY SCHOOL;CUSTER ROAD CHRISTIAN DAY SCHOOL || CUSTER ROAD CHRISTIAN DAY SCH || CUSTER ROAD CHRISTIAN;SCH->SCHOOL
12065000;;ALL ABOUT KIDS CC & LRN CTR;Cincinnati;OH;;;;;;,,;ALL ABOUT KIDS CC & LRN CTR;ALL ABOUT KIDS CC AND LRN CTR;ALL ABOUT KIDS LRN;ALL ABOUT KIDS COMMUNITY CENTER AND LRN CTR;ALL ABOUT KIDS COMMUNITY CENTER AND LRN CTR || ALL ABOUT KIDS CHILD CARE AND LRN CTR || ALL ABOUT KIDS CC AND LRN CENTER || ALL ABOUT KIDS CC AND LRN CENTRE || ALL ABOUT KIDS CC AND LRN CTR || ALL ABOUT KIDS AND LRN || ALL ABOUT KIDS LRN;CC->CHILD CARE || CC->COMMUNITY CENTER || CTR->CENTER || CTR->CENTRE
12065024;;ARMSTRONG CHAPEL PRE-SCHOOL;Cincinnati;OH;;;;;;,,;ARMSTRONG CHAPEL PRE-SCHOOL;ARMSTRONG CHAPEL PRESCHOOL;ARMSTRONG CHAPEL;ARMSTRONG CHAPEL PRESCHOOL;ARMSTRONG CHAPEL PRESCHOOL || ARMSTRONG CHAPEL;
12067474;;CREATIVE KIDS KENT;Holmes;NY;;;;;;,,;CREATIVE KIDS KENT;CREATIVE KIDS KENT;CREATIVE KIDS KENT;CREATIVE KIDS KENT;CREATIVE KIDS KENT;
12068076;;THE OLIVE TREEHOUSE GROUP;Brooklyn;NY;;;;;;,,;THE OLIVE TREEHOUSE GROUP;OLIVE TREEHOUSE GROUP;OLIVE TREEHOUSE GROUP;OLIVE TREEHOUSE GROUP;OLIVE TREEHOUSE GROUP;
